clean_text,sentiment
saran pihak mbg jangan beli tengkulakapa susahnya berangkat pasar booking pembelian kerjasama pihak mbg pihak pedagang pasar mbg besar anggaran apasalahnya berbagi rezeqi,neutral
bubarkan mbg,neutral
icw bener karna realita dilapangan memang menang tender mbg mayoritas lingkaran pejabat anggota dewan sangat miris,neutral
rekanan mbg supplier besar bos sppg,neutral
intinya mbg mengganggu,neutral
ekonomi rakyat kecil makin berat bahkan mati daur mbg pengambil kebijakan makin kaya pak prabowo tertawa rakyat ekonomi bawah pasar tradisional makin menderita,neutral
untung pengurus mbg ladang korup,neutral
untungkan petugas mbg,neutral
tidak papa memang nyampe barang kalau kekurangan wajar ganti program laen sama sama korupsi tapi dapet angin aja,negative
pikirkan sendiri ad mbg untungmu ap rugimu apa,neutral
syukurin aja alhamdulillah,neutral
tabe diuntungkan mbg seluruh rakyat indonesia,neutral
koruptor tertawa,neutral
sebaiknya program mbg figanti dg program lebih mensejahterakan rakyat,positive
bubarkan dulu keluargamu bang,neutral
untungkan oligarki pejabat culas mbg program pemerintah paling gagal tidak manfaatnya buat rakyat bubarkan mbg bikin bangkrut angaran negara kalau mbg ngk bubarkan jangan pilih prabowo,negative
kebijakan bikin kacau,neutral
prabowo mengulangi cara mertuanya mengelola proyek menggunakan keluarga kroni kroninya pengelola memonopoli pasar,neutral
semenjak pegawai sppg diangkat jadi pppk banyak guru honorer akhirnya resign memilih bekerja sekolah banyak kekurangan guru terpaksa mengurangi jam belajar siswa mengakibatkan produktivitas pendidikan menurun,neutral
kroninya omon,neutral
jujur aku staf kantor salah satu pesantren modern jawa timur bayaran sekolah mahal sangat juta uang masuk juta pertiga bulan makanan dikasih sangat bergizi juz buah sayur roti daging tapi sekolah ttp dpt mbg aneh tidak pesantren jakarta sama soalnya cukup gizi ala anak santri tapi malah dpt mbg bukannya mbg buat anak anak kelaparan gizinya tidak terpenuhi kn mencegah stunting kn gizinya sebenernya terpenuhi tapi ttp dpt mbg,neutral
tanpa mbg rakyat indonesia makan mbg program coorporation independen jaringan berbasis politik aparatur negara kalau tidak percaya buktikan didaerah masing bener,neutral
untung kluarga dpr sama pejabat,neutral
sejahtera pekerja mbg kalah saing gaji guru sarjana complang makanya perlu pemimpin bijak pintar bukan asal comot,neutral
sungguh miris pemimpin lebih mementingkan gaji pengurus mbg mensejahterakan guruaneh aneh koplak,neutral
benar sekali diuntungkan orang elit masuk jadi pekerja dapur mbg relawan pemilu ketidak adilan,neutral
malah bny makanan mubazir hari sekolah masak ribuan porsi hari rasa keamanan pangan minim namun punya proyek tetap untung walaupun makanannya tidak dimakan rumah makan laku hari ribuan porsi,neutral
mbg lieur,neutral
pelajaran siambil mbg mencaplok dana pendidikan bikinlah program mbg alasan meningkatkan gizi anak dana mbg triliun disalurkan jadi makanan anak sekolah pegawai mbg sisanya dikorupsi pemilik dapur mbg mayoritas keluarga pejabataparat polisi tentara anggota dpr kepala daerah pejabat pemda pemprov pemkot pegawai mbg jelas mendukung program mbg dijadikan asn padahal jadi bungkus proyek korup berjalan terus pegawai mbg baru berapa lama jadi karyawan mbg beberapa bulan guru honorer bertahuntahun digaji ribu perbulan dibayar bulan berkata siapa suruh jadi guru honorer berarti empati kepedulian hilang bangsa rela menyakiti hati guru honorer nakes menyokong program sarat korupsi,negative
mbg tidak efektip makanan banyak mubajir kaya kalau mbg terus berjalan tapi mungkin tidak berjalan priode,neutral
tidak usah aneh mbg bisnis gaib,neutral
baru setaun pegawainya angkat jdi pppk asn dosen guru hrs melalui byk tes jdi asn pegawai mbg bgtu mudahnya jdi asn pppk,neutral
bengek aj,neutral
mbg adlh prgram proyek thankyou prabowo buat relawan geng pemilu curang th lalu kebijakan curang menghasilkan kesialan bencana petaka,neutral
ekonomi hancutrrr,neutral
betul sihdulu pernah sistemnya kdmppas jaman suhartonamu gagal tidak berlanjut,negative
pas awal pendaftaran sppi hina ngapain ikutan kaya gitu programnya gajelas masadepan tidak jelas lebih baik jadi guru honorer sekarang malah iri,positive
bqndsaya tidak iri sama sarjana direkrut sppi layak sy sarjana tidak rela relawan mbg mau dijadiin pk inii apakabar honorer sekolah puskesmas pelosok bertahun ngabdi,neutral
mbg aslinya lapangan program korupsi berjamaah doang lebih baik ditutup ganti program lebih menyentuh semua lapisan masyarakat luas,neutral
tidak usah banyak kementar mbgsekarang penguasa memikirkan kepentingan sendirinyatanya pengelela mbg penjahat,neutral
mbg blum cocok dterapkan neggar kitakrn bkan nggra kaya,neutral
belum nyampe tempat mbg buuu biarkan kenyang dulu mungkin baru masuk tmpt sy,neutral
setahun mbg berjalan sekolah depan mbg tapi sekolah tempat tidak pendataan sekolah data petugas bapinsa sekarang belum pernah dikonfirmasi petugas bapinsa disuruh sabar menunggu kapan,neutral
lebih baik siswa dikasih kartu buat beli makanan kantin sekolah kartunya cuma buat beli makanan kantin sekolah siapa aja jualan tidak enak tidak laku tidak higienis jangan dikasih ijin jualan kan jadi masyarakat berkompetisi menyajikan makanan terbaik menarik siswa beli ekonomi berputar siswa belajar tenang perut kenyang,positive
warta bbc sekian komentar simpulkan sial benar jadi warga negara negeri,neutral
setuju rata pemegang suplai mbg org partai,positive
dah ketebakplanning pilpres diiket dg status asn biar suaranya tidak lari,neutral
orang tua murid lebih baik uangkan miris lihat menu mbg kadang tidak sesuai,positive
kebijakan sgt tidak tepat harusnya diberhentikan,neutral
belanja pasar jadi lebih mahal malah mau cari susu kotak merk ultra mm putih sering tidak diborong duluan mbg jadi labih banyak pengangguran penjual kecil gilung tikar tidak laku jualannya untung jelas untung dirugikan banyak program gitu diprioritaskan terus,neutral
fakta dilapangan merugikan pedagang kecil sekolah pejabat gk mungkin memikirkan,neutral
hrusnya mbg kyak sedekah inimah mbg rasa bisnis untung rugi emg bener indo kebanyakan orang pinter gapernah kenyang kekurangan orang jujur sekalinya muncul langsung tenggelam moga aja pak prabowo melek kesampingkan pertemanan prioritasin kemanusiaan,neutral
prabowo ngeyelnya persis soekarno kalau terjadi kejatuhan jngan salahkan rakyat,neutral
sebaiknya mbgdi stop menghabiskan uang negara diuntungkan pemilik modal terutama politisi pejabat,positive
diuntungkan pemilik modal dampak ekonomi tidak berpengaruh tidak sesuai dgnanggaran dihabiskan sarang korupsi ekonomi tidak maju,negative
mbg program tanpa study kelayakan akibatnya berdampak kurang baik berbagai sektor program mbg kepentingan janji politik,positive
mbg longkeng satusenok makan kacang kedelai telur rebus satu kacang rebus,neutral
yank untung orang china tender pembuatan omprengan,neutral
positifmeciptakakan lowongan pekerjaan investor luar negeriini baru ekonomi suksesmbg lebih baik tepat debrikan uang ortu siswa,positive
untung orang punya modal besar dekat kekuasaan masyarakat kecil semakin terpinggirkan fakta,neutral
paling untung pendukung pak pejabat,neutral
betul mbatolong mba bantu mbg tutup aja,positive
saran buat bbc bahas mengenai limbah sampah mbg tidak kemakan sekolah dong,neutral
coba dipikirkan tahun program manfaatnya apa lho,neutral
guru kan sipilnya pemerintahorang tua murid ambil langsung uang kess sekolah uangkan laaa,neutral
tidak efektif makin miskin parah ekonomi rakyat,negative
mbg cuman menguntungkan elit punya duitmereka lomba tender mbg,neutral
biasane dekat anggota dpr pejabat berkuasa mendapat proyek mbg wkwkwk anjaaaiiuu,neutral
tapi kalau koneksi swasta gitu jadi budaya,neutral
semua warteg jam mbg ajakan bukan anak doang mau makanoratua emang tidak makan yawkwkwk,neutral
jogetin aja trus,neutral
diuntungkan proyek mkn bergizi kroni prabowo,neutral
ladang korupsi pejabata,negative
untung pejabat punya konektor dg mbg sppt kantin sekolah sepi kasihan dg keluarganya,neutral
untung pegang prpyek mbg,neutral
untungkan pengelola uang tiap tempat daerah sejecamatan sj menegang sd pegang berapa pengelola pegawai mbg bagian msh orang jt dapur pegawai jg berapa belum lainnya jadi habis sm oengelolanya sedagkan kadih anak tidak seberapa busuk murah bukannya sehat anak seoah mlh banyak penyakit,neutral
ekonomi maju punya dapur mbgbosnya baru aja beli mtr skrng pajero sbgai pedagang kecil cuma ngelus dada melihat perekonomian sekarang kaya tidak mikirin rakyat menengah kebawah,neutral
pastinya bakal banyak,neutral
untungkan orang tertentu bukan masyarakat luas,neutral
mubazir semuanya,neutral
bapak ibu guru smpn program mubazir,neutral
susu ultra mimi diborong pengepul mungkin mbg terpaksa beli pengepulkarena toko borongsemua titik lemah adalawan orang oportunisharusnya dibenahi soal tenaga kerja bahan baku nyasaya rasa sama benahi terus aturan nyabertahap diperbaiki,positive
up,neutral
bukan rahasia lg memang kontrak politik,neutral
susahnya pejabat duduk meja gaji tidak tahu terjadi lapangan,neutral
maju ekonomi orang dekat kekuasaan,neutral
petugas mbg karyawan kroni kroni,neutral
ekonomi pejabat antekanteknya naik sejahtera,neutral
untung belanja kepasar,neutral
keracunan urusan bpom tidak periksayg penting rakyat bekerjauang negara banyak mengendapdan bunga pinjaman masyarakat tinggi peredaran uang dimasyarakat jadi positifpetani bersinergiumkm positif,neutral
untungkan keluarga dewan kolega mbg senjata andalan pak wowo meredam anggota dewan biar tidak ngerecokin pemerintah udh jelas mau kolep lihat sekarang thn semua mines pret prot ky bekok,neutral
merugikan kantin sekolah jadi merosot persendiganti uang,neutral
mbg proritas tanpa pertimbangan prioritas media on line kredible merilis investai membuka tenaga kerja jt tenaga kerja artinya beberapa bulan biaya mbg menghapus semua pengguran manfaatnya lebih panjang dg menularkan efek positip sejateraan keluarga termasuk falir miskin dlm jangka panjang jadi mbg dirancang memberantas stunting memperkaya orang terlibat mbgpolitik anggaran absrud,neutral
pejabat mengelola pejabatdpr hrsnya jatahnya sama mbg,neutral
mbg program bagus mbg hak anak mendapat perhatian negara jg diganggu om,positive
untungkan pihak pengelola lapangan,neutral
untung dpt proyek,neutral
memang betul kalau tidak punya koneksi pengelola mbg tidsk bekerja atai menyuplsi kebutuan mbg mendapatkan manpaatnya tetap orang berduwit,neutral
menu mpg lebih baik ganti rotibuah susu telur rebus dri pda nasi ikan buah bnyk buang gk mkan kan mubasir,positive
program terbodoh sepanjang masa,neutral
kroni kroni,neutral
untung jelas pemilik sppg lebih baik cash kasih orang tua,positive
mm betul,neutral
kira namanya program plus minusnya tinggal bgmn menyikapi programitu jg komen dr program tergantung siapa komen mrk melihat dr sudut pandang apa jadi kira tidak perlu terlalu berpikir negatif tyg programmbg semua smbilhikmahmya bantu programpemetintah apapun prohramnya cinta indonesia kan sucses sll buat madyarakat indonesia,positive
mbg kantin sekolaan bangkrut untung punya dapur mbg coba lihat sebenar,neutral
mbg perdagangan makin sulit makin kaya tuh dapet orderan mbgbener merusak usaha kecil,neutral
untungkan punya dapur jadi ribu,neutral
baiknya hapus aja program mbguangnya biaya pendidikan gratis bangun sekolah seluruh nusantara lebih bermanfaat memutus adanya korupsi,neutral
berkali kali berganti presiden tidak mampu mensejahterakan guru honorer hitungan bulan prbowo menjabat mampu mensejahterakan supir petugas cuci piring sppg mantap prabowo,positive
namanya berusaha mempertimbangkan keuntungan kerugian kalau mbg berdampak merugikan warga masyarakat luas berarti secepatnya dihentikan,neutral
mbg lewat dapur sekolah asalkan tidak oknum,neutral
semua ny butuh proses tindak mbg bermasalah,neutral
menuju sdm berkualitas mbak kerna masyarakat sekarang lebih mementingkan kebutuhanpenampilan kebutuhan pokok,neutral
untungnegarabertambah hutang ny,neutral
gara mbg rasakan harga sembako naik semua spt telur beras jadi supplayer punya modal besar,neutral
katanya basmi korupsi nyatanya mbg banyak maling semua jalur kena maling semua program manpaat buat maling,negative
ekonomi tambah miskin banyak pengangguran semua harha pangen lebih mahal,neutral
pertumbuhan ekonomi mbg mana penyerapan tenaga kerja mbg membuat pengangguran usaha kantin sekolah pedagang sayur pasar,neutral
point program pemerintah apapun bentuk mulai dr pajakmbg rakyat tetap jadi objek penderita program pencitraan pemimpin penting anggaran habis terserap rakyat tetap bawah garis kemiskinan kesenjangan sosial semakin terasa ekonomi menengah mulai terpuruk akibat sistem ekonomi oligarkhi kaum koruptor pemimpin negara,neutral
betul mbk kau paparkan,neutral
untungkan perampok uang negara dr pajak rakyat lebih baik hentikan baru pro rakyat,positive
mbg menciptakan lapangan kerja banyak tapi memakan jatah kantin pedagang sembakopedagang sekolah,neutral
harga ayam mahal,neutral
salut bbc tetap kritis,neutral
dapur umum dikecamatan jln desa jarak km jln rusak parahga jembatan dekerbahkan jln desa perbaiki sama warga desa,neutral
paling diuntung kan jelas kroni kroni presiden kepentingan kekuasaan berikutnya,neutral
pejabat berkuasa atur mbg,neutral
pengelola pemilik,neutral
mbg program tidak tidak mutu jangan paksa orang makan yaang tidak disukai dalih rasa syukur klw tidak mau bagaimana menguntungkan pejabat investor cuma program buka usaha menguntungkan segelintir orang,neutral
bohong mbg tk paud hampir rata dimakan kaka ibu tidak sesuai jenis makanan dg usia menguntungkan pengusaha dapur mbg tidak perlu masa jabatan berahir mayoritan pengusaha kecil menjadi sulit,negative
sama dikampung begituyang pilih kebanyakan orang desa desa cumn pilih beberapa orang,neutral
setahun disini belum merata belum,neutral
hayoo terjebak makan siang gratis,neutral
katanya beras membludak lebih baik kasih tiap kk perbulan kg beras masalah lauk biar difikir sendiri,positive
jelas mbg cuma membuka lahan korupsi baru inilah resikonya punya presiden tegas tapi kurang cerdas,negative
untung memenangkan tender bukan anak anak beri mbg,neutral
untung pengelolah dapur mbg,neutral
program mbg makan belum bergizi apbn ribuorang dilapangan ribu,neutral
untungkan orang kaya kandang korupsi,negative
percaya sajalah kejeniusan pemimpin ide sangat jenius gitu lho,neutral
namanya bukan membuka lapangan kerja pesta duit rakyat penguasa gizinya alah lebih bergizi higienis masakan rumah sendiri,neutral
semoga program cepat tiada amiiin,neutral
setahun apanya disini bru kemarin dapet tau diangkat pppk,neutral
selama koruptor tidak dihukum mati tetep jadi masalah membuka peluang meraup keuntungan sebesar besarnya mengganggu pasar setempat mana keadilannya lebih bagus dapur sekolah dibuka dipilih sekolah rata kurang mampu muridnya,positive
peradaban zaman disebut sejarah planet saking canggihnya dunia teknologiitulah diuntungkan lalu apa agama kalian mendapatakan sorga sorga neraka dunia mati milik pembahruan keindahan planet ku,neutral
mmending mbg setop aja biar tidak jadi cuan korup,neutral
program terkonyolsdm rendah alias monoton,neutral
kroninya situa siplongo dpt untung,neutral
untung punya dapurdari buat diaijocoklatpelangiteam sukses cheerleader penikmat proyek inibuat rakyat cuma hasilnya berbentuk kotoranboro gizi baik nafsu rakus nongol siasat bagaimana lebih dr lainproyek begini masa purbaya tidak tahu kalau cuma jadi dana rakyat tidak buat masyarakatayo purbaya berani sentil prabowo dongberani berbeda atasan apapun resikonya baru beneran berani tegakkkan kebenaran,positive
pemilik yayasan jelas paling untung,neutral
program menghabis duit,neutral
usut banyak pemotongan uang mbg orang orang minta jatah makanan disajikan harga murah melarang memposting makanan anak dikeluarkan sekolah memposting makanan dana dikeluarkan mbg besar sekali lebih baik anak yatimpiatu pakir miskin bulannya sejuta lima ratus tidak lansia mencari sesuap nasi facebook banyak sekali kekurangan tidak terjamin diperhatikan bansos mencukupi kebutuhan bulan,positive
jelas sangat bermamfaat anak indonesia,neutral
koperasi digadang menjadi konsolidator minim realisasi sdm kurang meritokrasi belum merata koperasi lama belum tergarap baik koperrasi lama tidak ditemukan percakapan kmp maunya diseleksi menjadi kategori koperrasi butuh disupport jangan semuanya jatah kue,positive
lebih baik berikan uang tunai biar ibu masak tau selera anak menyelamatkan usaha kecil disekitarnya drpd buat bancaan politikus,positive
aling angsat arong benarnya,neutral
ekonomi tumbuh apaan indonesia aja masuk no termiskin word bank,neutral
untungkan genk penguasa sekolah belum kebagian sekalipun,neutral
supply chain rusak,neutral
susah sangat cari susu uht full cream katanya diborong buat mbg,neutral
tapi sayangnya bekerja sama perusahaan cina menjadi rekanan proyek mbg sangat menyedihkan,neutral
harga telur meningkat sejak mbg,neutral
kampanye janjinya melibatkan umkm semua tinggal omon,neutral
fix kedepan pribadi gk mau milih gerinda kroni partainya cukup paham omon omon,neutral
orang dusun orang pinggiran mayoritas penduduk ri sangat senang anak makan sekolahkalian cnn jangan brisik kayak kompor pergilah indonesia km media siapa nyinyir aja sama pemerintahgiliran bagusnya mulutmu diam,positive
kalian nyinyir goblok otak dangkal program jangka panjang masa depan anak ri kurang perbaiki cnn asal bacot aja,positive
stop mbg buang uang negara,neutral
diuntungkanpengeluaran diperbesar pemasukan smakin kecildicampur dng benalu numpang dibatang,neutral
tau ahh gelap,neutral
luhut panjaitan,neutral
pkh bnpt blt sebagainya harusnya masalah makan selesai tahapan bansos jangan indonesia salah membangun fundamental generasi muda kesejahteraan kesehatan keuangan negara jangan hutang negara menumpuk jadi beban pajak makin tinggi alhasil kesejahteraan semakin jauh harusnya dibangun mental kecerdasan harusnya generasi indonesia disiapkan generasi mandiri teknologi perdagangan tenaga muda mumpuni berbagai bidang,neutral
gibran family,neutral
siapa mau berbisnis tidak untung,neutral
program mbg merupakan progammenambah kejahatanyg luar biasa,neutral
program korup,neutral
untung kan pegang uang belul tadi anak sy buah busuk dr mbg,neutral
sak aken yo pedagang keliling dpn sekolah sepi,neutral
mbgmakan busuk gratis makan basi gratisitu nyatawkwkwk,neutral
untung begundal begundal makanan murah jual mahal langsung umroh makmur,neutral
sebaiknya ganti uang saku buat siswa biar orang tua merasakan pemanfaatan perekonomian sekolah setabil pedagang kecil jualannya laku,positive
hentikan pak wowo menguntungkan mbg masa gurunya mengamdi puluhan tahun gaji jauh bawah mbg waaupun pk paruh waktu pegawe mbg pk penuh waktu,neutral
liat pedagang turun derastistermasuk kantin sekolah dapak mbgyg gk enak,neutral
baru setahun mna mungkin hasil,neutral
gampang ngitungnya sehari anggaran mbg triliun kalau dapur mbg ambil margin aja berarti pemilik dapur mbg sehari tambahan kekayaan milyar sehari,neutral
mbg sangat bagussss bagus korupsi suka mbg,neutral
yaa diuntungkan orang orang kalangan partai anggota dprd pengelolanyastop mbgberikan hak anakanak didik uangnya orangtuanya,neutral
mbg diubah jadi kuliah gratis alokasi anggaran mbg th jumlah lulusan sma sederajat hampir jt anak anggaran mbg dijadikan biaya kuliah anak per anak mendapatkan rp juta per tahun yakin buat lulusan sma sederajat tidak mau kuliah dg beasiswa juta pertahun memang realisasi mbg tahun br mencapai nah skrg anggaran mbg triliun proyeksi jumlah anak lulus sma sederajat juta anak anggaran mbg dialokasikan kuliah bersubsidi per anak mendapat rp juta rupiah per anak per tahun pilih mbg kuliah gratis,neutral
merusak kestabilan pasar kecil,neutral
bubarkn mgb,neutral
untung petinggi tni polripara ketua partai kroni nyapedagang kecil rakyat kecil susah mensuplay bahan makanan maupun kerja,neutral
tidak orang sukses makan gratis,positive
program mbg boros anggaran menghancurkan indonesia,neutral
kejelasan status relawan dipertanyakan selalu digarda terdepan tidak mendapatkan keadilan,neutral
kalau mbg semua hentikan banyak pengangguran baru artinya pemerintah memberikan pekerjaan tidak tetap solusi bukan jangak panjang makanan diberikan siswa makanan sedikit cara meningkatkan cara berfikir kecerdasan,neutral
pengalaman adanya mbg dagang jadi sepisaya jualan sekolahpenghasilan anjlok parah bagaimana nasib kedepannya tidak tahu,negative
mbg dikuasai orang berduit iya ditempat punya mbg pelaku catering restoran pemikik hotel tapi kalangan menengah bawah program bikin anak makanan lebih baik mampu beri minimal susu protein soal kasus keracunan tempat tidak pernah paling mentok sebagian makanannya disimpan sampe malem malah basi kalau salah sendiri,positive
program kurang tepat,neutral
koruptor untungkan baik partai pemerintah tni polrikejaksaan dpr,positive
untungkan pengurus mbg terutama ketua mbg banyak untungnya berikan semua hampir tidak kayah makan orang apa anaktapi anehnya pak prabowo diam tidak pengawasan tindakan tegasbanyak makananvyg tidak layak makan cari murah tapi busuk semua,neutral
mbg harusnya sekolah dapur biar terjaga kualitas kebersihan makanannya biar gk keracunan,neutral
pengelola untungkan hentikan mbg,neutral
banyak untungkan mengurangi penganguran,neutral
harusnya mbg langsung dapur sekolah kalau sekolah laksanakan mudah diawasi dah kalau terjadi korupsi mudah dideteksi alhamdulillah tidak pilih presiden pikirannya dangkal,negative
pedagang sayur kecil terdampak buruk dg program hargasayur naik sepi pembeli,negative
untung org dlm pemenang proyek masakan tidak enak menunya anak tidak mau mkn ks kucing jg tidak mau mkn mknan mbg anak plg mkn buahnya smg pemerintah pkr program sebaiknya uang ks org tua anak msg,positive
katanya suplai bahan baku dapur mbg kopdes merah putih jadi mitra dapur pasok kebutuhan ternyata pasokan kebutuhan dapur disuplai sendirii sppg kepala dapur owner dapur sendiriitu prakteknya bohong besar dikatakan pasokan pakai pola kemitraanparah,negative
indonesia punya pemimpin telmi,neutral
negara bangkrut,neutral
progam tidak bermutu habisin anggaran negara padahal kalau buat jalan aspal seluruh indonesia bagus,positive
ibu nani dong untungkan,neutral
mbg bikin sepi banyak pedagang kecil mati kutu hentikan mbg masarakat makan gizi anak skrang ngak krng gizi tapi ngak doyan gizi,neutral
diuntungkan ternaknya prabowo,neutral
uangkan,neutral
diuntungkan pelaksananyamakanya bln puasa ngotot tetap dilaksanakan mbg,neutral
kalu bgn bilang mbg meningkatkan ekonomi bener punya dapur tenaga kerja tapi berapa banyak lanten penjual jajanan sekolah tutup bubar,neutral
pelajar pedesaan tidak mendapatkan mbgkarena jalan akses menuju sekolah babyak rusak,neutral
level umkm terdampak akibat kenaikan harga bahan baku spt telur distributortengkulak besar orderan sppg besarnya anggaran mbg perlu dihitung seberapa besar produktivitas ekonominya belum banyak anak sebenarnya orang tuanya mampu tidak perlu support mbg kebutuhan gizi anaknya,neutral
mbg tidak ditempat anak sekolah sd gunung tua mandailing natal sumatra utara januari,neutral
vendor bawaan pejabat pejabatnya,neutral
orang kuruptor kalau makan mbg bergizi logikanya tidak anak sekarang ikan telor biasa alokasikan dlm bentuk uang,neutral
untung koroptor,neutral
anggota partai paling diuntungkan mbg proyek partai,neutral
jangan lupakan petani petani merasakan semenjak mbg harga stabil bahkan mahal jadi jangan lihat satu sisi aja,neutral
kembangkan mbg apapun alasannya mbg sangat membantu kehidupan seharihari,positive
untungkan vendor penyedia dapur pejabat terlibat mbg daerahku punya dapur mbg anggota dprd semua,neutral
liput wilayah jakarta pusat mbagaji relawan rb kerja jam malam pulang jam pagilembur tidak dibayarkanpekerja mayoritas tidak warga,neutral
bahas dampak efisiensi alias pengalihan anggaran membiayai mbg miris oiiii,neutral
hitungan sederhana mbg ribu sebulan hari sekolah bulan juta siswa triyun tahun direncanakan anggaran negara mbg triyun kesimpulan wowo wiwi punya tim suksesnya merampok uang negara triyun,positive
gmn mengelola klas atasya kerja jg kerabat smua bener klau merusak pasar,neutral
jual bakmi ayam sekolah menengah atas bogor tadinya minimal laku porsi mbg laku porsi aja bagus,positive
makan gratis sya pikir uang probafi pak prabowo,neutral
kata biyar ekonomi naik eh malah bikin susah rakyat,neutral
andalan gibran kali kalau prabowo gk ikut kalah pemilu kemaren,neutral
mbg penghancur ekonomi,neutral
warung snack terpengaruh omset turun kantin sekolah mengurangi belanjanya,neutral
karna mbg ekonomi umkm anjlok drastismbg menikmati kroni partai dn orng berduit,neutral
pola pikir bodoh masak pasar kosong borong mbg hasil panen petani pekebun melimpah ruah bahan kebutuhan pokok unat manusia indonesia sekarang pembelinya kurang ngerti kamu stok barang kebutuhan hidup melimpah jangan putar balikkan pakta lapangan,neutral
siapa untungkan mbg jawab diuntungkan anak anak makan bergizi gratis kesehatan anak anak mbg cerdas generasi penerus bangsa wajisehat terus pegawai mbg lapangan kerja,neutral
jelas untung anak rakyat kaum pas an tidak pernah sarapan rumahdan anak kurang mampu mayoritas negri,neutral
diuntungkan kroni prabowo menguasai yayasan sppg,neutral
generasi wowo wiwi pemujanya gede,neutral
dah tutup aja mbg dana anggaran terlalu besar keluarkan rakyat minta berhenti tidak mau berhenti ngeyel lagikan tanda tanyaada unsur apa iniapa buat jln korupsi brhenti gk mau kihee ngeyel wis mandek grekpadang terang gk ngrasain keracunanpikir seribu pikir,negative
hati progam mbg paling bertahsn th,neutral
mbg sebenernya program bagus cuman kalau terapin indo jadi ladang korupsi wkwkw,neutral
tidak pinter pak tua,neutral
program mbg diuntungkan orang terlibat lingkungan mbg pejabat korup dirugikan pedagang kecil jumlah sangat banyakdan meskipun komplain bereaksi orang merasa diuntungkan program,neutral
negara sngat luas jdi gk merata masyarakat lebih baik stop anggaran alihkan,positive
paling menggembirakan en membahagiakan rezim yakonsolidasi politik,neutral
jelas diuntungkan job patnernya mbg susah rakyat,neutral
mbg bukan solusi bukan jawaban bukan cara mensejahterakan masyarakat walaupun diuntungkan dirasakan segelintir orang mbg bukan tidak masuk aspiratif keinginan masyarakatuntuk keluar persoalan benar pemerintah peduli kesejahteraan masyarakat laknakan tufoksi pejabat baik jujur tegakkan hukum benar fokus pendidikan kesehatan penyediaan bahan baku kebutuhan pokok murah mudah didapat,positive
mbg ide tukang catering untungkan pemilik dapur anak sekolah cuma obyek,neutral
untung pnya dapur,neutral
jls dpr sangat bruntung,neutral
setahun tapi tidak evaluasi mbg pak yusuf hamka makanan konsep bayar justru dibeli dati warung pedagang makanan butuh menghidupi keluarga sekolah anak bayar sewa ehh sekelas negara belanja tengkulak gimana ekonominya tumbuh,neutral
mbg diuntungkan pengurusnya tapi masalah paling besar dikesampingkan merusak kesehatan anak sekolah akibat keracunan,neutral
semua koloni prabowo,neutral
diuntungkan pertama anak anak jt orangapa tidak punya mata kedua golongan umkm dadakan jadi pengusahayang peternak,neutral
bowo klw mau periode uang kan mbg karna mbg ladang korupsidan harga sembako naikibu bapa udh mulai oleng cari tambahan uangkarna nyoblos org tua bukan murid,negative
kayaknya bentar lg bakal kolaps,neutral
kalau presiden sama mbg mustahil hentikan sprtinya mskipun berusaha menghentikan mbg niscaya org trsebut esok menghilang,neutral
mbg segera diberhentikan anak sekolah tanggung jawab orang tuanya keberhasilan meningkatkan gizi tidak sebanding kerugian negara karna ladang korupsi,negative
untung pejabat,neutral
masyarakat tau mbg untungkan,neutral
tidak yo lingkungane tidak kanggo sung kanggo mung ordal disukai penyelenggarane,neutral
seharus pemasok mbg beli pasar stok pasar stabil harga setabil,neutral
mah alhamdulillah adanya mbg anak tidak jajan sembarangan menabung tadinya nyengir kasih kasih sayuran buncis tahu sekarang malah minta masakin kayak mbg,neutral
untungkn pngelola tunjuk pmerintah mammfaat bgi siswa kurng malh meganggu proses pmbelajaran lbih baik sjhtrakan orng tuanya dulu mmbuat bnyak lpngn pekerjaan,positive
memang menciptakan phk semu,neutral
penting pendidikan gratis baik sekolah negeri swasta sampe tingkat pendidikan tinggi,positive
umkm keliling jualan bubur ayam dimsum sangat terdampak luar mbg,neutral
dhmbgganti duit ajaada dipelosok lum kena mbgbubarrrrrrrrkan,neutral
malah jadi mahal hrg pangan dipasar permintaan pasar mbg,neutral
sekarang guru mbg sentilan ana hari mbg katanya mensejahterakan guru honorer selama bulan sentilan baru aa kebijakan guru dpt mbg wahai pemerintah guru disejahterakan bukan dikasihani dikasih makan siang gratis bagaimana pemerintah memahami semoga allah membalas pemikiran mbg memikirkan keuntungan,neutral
program dungu,neutral
mantap mbak kajian kritis namun apapun berpikir positif terus mengkritisi mbak perbaikan bersih bersih rumah itukan dilakukan terus menerus,positive
barang barang kosong semua astaghfirullah,neutral
ternyata belanja tengkulak katanya memberdayakan umkm ternyata umkm tengkulak,neutral
halah titipan partai kan lo min min taik,neutral
sabar situasi nepal iran lambat laun terjadi indonesia,neutral
untung menghendel,neutral
untungkan punya usaha,neutral
pedagang kecil kantin sekolah sd sepi woyy,neutral
rakyat kecil menjerit krna harga mahal pekerjaan jualan sepi tidak ad pmasulan jadi nganggur jaya tmbh jaya sepi semakin nyungsep,neutral
hidup joko,neutral
untungkan pemilik dapur,neutral
untukan bos bos kecil buat pasar makin sepi,neutral
diuntungkan kroni kroni pengelola mbg sedang dirugikan bakul bakul kecil selitar sekolahan,neutral
