clean_text,sentiment
smg lks berhenti...,negative
sekolah anak saya sampe sekarang belum terealisasi kok...parah!!!,negative
"tidak bisa lah... nanti ""tikus"" mau dapat apa bosss??? gigit jari die... si wowo tidak beranilah, orang tujuan mbg buat kasi makan ""tikus""...",negative
"arga wajah "" budiman "" tangan "" preman "" kreeenn..tuh tato😂😊",negative
disini apa ada ya pendukung prabowo yang liat,neutral
1880,neutral
sebenarnya bisa lebih aman dan efesien takala mbg itu di kasih langsung dananya ke yang bersangkutan. itu tidak akan banyak dana yang berserakan mbg itu dananya terlalu besar potensi penyelewengannya besar juga coba kalau di kaji ulang lagi..,negative
"ya ladang baru lah, buat persiapan 2029, hahaha, mang bgsnya parpol ni di bubarin semua, wkwkkw",negative
para kroninya situa dan siplongo. yang dpt untung.,negative
"kehidupan dunia ini to be continued. banyak yang tidak selesai di dunia, akan bersambung di akhirat kelak. kesadaran ini perlu ditanam dengan kuat di hati para pemimpin indonesia",negative
pandangan gus dur itu tepat yaaa😅,neutral
wowo sok asik,negative
"inilah yang disebut berita yang benar: berita yang turun langsung ke lapangan. saya pedagang pasar, dan sejak program mbg berjalan, pasar tradisional terasa semakin sepi dan lesu. bukan hanya kami di pasar yang terdampak, pedagang sayur keliling pun ikut merasakan hal yang sama. sebelumnya, para ibu masih rutin berbelanja untuk memasak bekal anak-anaknya. sekarang, kebiasaan itu perlahan hilang karena anak-anak sudah difasilitasi makanan oleh program mbg. akibatnya, dapur rumah tangga ikut berhenti berbelanja, dan roda ekonomi kecil pun melambat. masalahnya, dapur sppg tidak mengambil barang dari pasar tradisional. mereka langsung mengambil dari petani, peternak, atau tengkulak. pasar pun terputus dari rantai distribusi utama. bukan karena pasar tidak mampu menyediakan, tetapi karena sengaja dilewati. agar lebih mudah dipahami, bayangkan sebuah pasar tradisional memiliki 1000 konsumen. setiap konsumen terdiri dari bapak, ibu, dan 2 anak yang masih sekolah. ketika anak-anak tersebut difasilitasi oleh negara, maka konsumsi rumah tangga otomatis berkurang. jumlah konsumen pasar pun menyusut drastis—dari 1000 menjadi sekitar 500. inilah penyebab utama pasar menjadi sepi dan lesu. padahal, denyut ekonomi negara paling jujur terlihat di pasar tradisional. jika pasar sepi dan lesu, itu pertanda ekonomi rakyat sedang tidak baik-baik saja. angka statistik bisa dirapikan, tetapi kondisi pasar tidak bisa dibohongi. yang menjadi persoalan serius, dampak ini tidak dikaji dan diteliti secara matang oleh pemerintah sejak awal. tidak ada analisis menyeluruh tentang efek lanjutan terhadap pedagang kecil, distribusi pasar, dan stabilitas harga. akibatnya, kebijakan yang seharusnya membantu justru menambah beban rakyat. pasar sepi, ekonomi makin sulit, harga barang justru naik karena distribusi terganggu dan pasokan menjadi tidak seimbang. ini bukan sekadar dampak sampingan, ini adalah konsekuensi dari kebijakan yang tidak berpijak pada realitas lapangan. jika pemerintah ingin melihat kondisi ekonomi yang sebenarnya, cukup datang ke pasar tradisional. di sanalah rakyat berbicara tanpa statistik, tanpa narasi pencitraan—jujur, apa adanya.",negative
"nepotismae sangat kental di dalamnya jadi namanya proyek makan buat garong dari uang negara, . tenang saja pak prabowo saya sudah di sini teriak si samsul yang begitu lantang",negative
"negara lain sdh berlomba teknologi, yang ini berlomba memperlambat perkembangan negara menuju negara maju.. ttd george soros",negative
ladang baru bagi hama hama negara😂😂😂😂,negative
sudah diduga dari awal...,negative
semoga tempo tetap berhati hati dan tidak menerima pekerjaan dari pemerintah karena berpotensi akan menjadi bumerang,positive
"persis, sesuai pemikiran saya! ibarat kata mah, ini program bancakan untuk kader kader di daerah!",negative
turut berduka cita atas digesernya pak hasan hasbi dari posisi jubir kepresidenan.,negative
"seperti biasa, saya suka masakan tempo👍",negative
bisanya hanya mengkritik...memang kalian bisa apa untuk negara...masalah makan saja kok jadi masalah ..siapapun presiden nya harus didukung.. kalau hidup hanya untuk omong2 saja.. itu norak...kalo ada solusi boleh dibanggakan...kalo tidak ada solusi mending bungkam saja mulut kalian,positive
pantesan di teror. apa lagi di teror dgn dedengkot nya😅😅😅. kpk aja di ulti 😂,neutral
"apa itu mkn brgzi gratis,,,,?aq org indonesia hingga kini tidak prnah ngerasain program mkn gratis mlh sbliknya,,carii mkn ajj,, susahhhhhh!!!!!!bullshit,,",negative
mbg maling bersama mesin gerinda poles mana laporan audit mbg 2025 71 triliun nantangin 2 periode pemilu 2029 kopdes nantangin 3 periode semua itu publikasiin audit dan pajak mbg kopdes mana laporan pajak mbg 2025 71 triliun,negative
tidak usah takuttt. tkut bearti anda cupu,neutral
"obesitas, berlindung dibalik skin care mark up tik, kdm for president aja deh",negative
"bocor alus klo masak kelihatannya bergizi tapi klo di makan bikin tubuh berubah menjadi domba yang sangat alus,",positive
program mbg = proyek mbg.,neutral
carut marut,neutral
mbg di evaluasi terus saling koreksi*,negative
"koperasi kami di maluku telah mengajukan dokumen persyaratan untuk menjadi mitra bgn melalui website bgn untuk di verifikasi pd tgl 24 desember 2024,, status dokumen dalam proses verifikasi namun hasil verifikasi dokumen oleh tim verifikator pd tgl 10 februari 2025 adalah ditolak disarankan harus mendaftar melalui dgn nama yayasan bukan koperasi. apa bedanya yayasan dgn koperasi kan sama2 punya dokumen legal seperti akta pendirian dan ahu,,nib, npwp dll. kalau dgn yayasan berarti kami harus buat dokumen baru lagi akta dll.",negative
"klo memang program ini di paksakan,menurut sy alangkah lebih baik klo program ini di kelola sekolah masing2.biar sekolah bisa merekrut tukang masak,atau umkm sekitar sekolah.klo sekolah blm punya dapur,dibikinin dapurnya atau ruang yang ada disekolah trsbt disulap jadi dapur ny.",negative
bongkar!!!!!!,neutral
tempo 👍👍👍,positive
"nanti akan ada demo besar besaran dari program ini, bukan dari luar tapi dari dalam, pegawainya sendiri yang akan demo besar besaran, ketika program ini habis anggaran habis, jelas mereka akan dirumahkan, dan demopun bakal terjadi diseluruh provinsi yang ada, meminta hak lah, meminta inilah itulah, skema ini mirip seperti honorer yang lalu, hanya saja ini bakal lebih brutal, karena anggaran sudah habis dan tidak ada rencana lain karena ini menyangkut pendapatan, masih syukur honorer kemarin dialihkan ke paruh waktu. sedangkan pegawai mbg ini saya rasa bakal di rumahkan/phk besar besaran sebab ini hanya program prabowo, ketika dia lengser entah mbg berlanjut atau tidak, kalaupun lanjut habis sudah anggaran yang ada. awal jabatan teriak efisiensi tau taunya hanya untuk program simpatisan biar 2 periode kalik ya",negative
pertumbuhan ekonomi dari mbg yang mana? penyerapan tenaga kerja mbg membuat pengangguran usaha kantin sekolah dan pedagang sayur di pasar.,negative
"sudah tidak benar dankotor semuanya. bilang ini itu tidak benar, korupsi, tidak efisien, tapi diri sendiri buat cara baru untuk korupsi, yang walau sdh banyak dikritik, teaap mati2 an dipertahankan",negative
awas jgn sampai dpt kiriman kepala buaya atau kepala yang lain,neutral
"kalo memang sasaran nya 20% berarti anggaran nya tidak perlu sebanyak itu..., 😊, 400 triliun itu saya rasa terlalu banyak sekali.. 🙏🏻",negative
"subhanallah moga sehat, lancar, sukses, bahagia, sejahtera selalu bu. a a m i i n 🤲🤲🤲",positive
"msh pilpres sdh ragu dgn program konyol, karena pst byk kruptornya,nth otak msh ada ya? sekelas org2 berpendidikan sprrt ini otak tidak bs di pakai🤣",negative
jujur prbwo ni benar dan nya maling uang,negative
"salah satu program pengambangan sdm adalah mbg, karena data mengatakan 20% anak indonesia kekurangan gizi, pemerintah bergerak berdasarkan data ini pemerintah paham aset paling berharga adalah manusia yang produktif, kalau ada 20% anak yang kekurangan gizi maka aset terpenting indonesia berpotensi 20% tidak produktif, itulah gunanya mbg. membelanjakan 400 trilyun setahun untuk memastikan 20% dari populasi bisa menghasilkan ribuan triliun mulai 20 tahun kemudian adalah langkah strategis yang tepat",positive
"menurut saya mbg sudah benar hanya dibutuhkan masyarakat yang tau peluang, sehingga ekonomi lebih baik. bisa dikumpulkan melalui koperasi misalnya. agar anak2 indonesia ketimpangan gizi saat sarapan berkurang dan anak2 bisa belajar dengan maksimal ketika perut kenyang. harapanya generasi sekarang yang dapat mbg tidak kalah dengan bangsa lain di eranya nanti. daripada diberikan blt malah masuk ke pinjol.",positive
duid duid duid...,neutral
manusia 3 ini gibah melulu,negative
masakan nya pun krang segar,negative
se7....,positive
anak kenyang = belajar fokus = kualitas meningkat. simpel tapi efeknya besar.,positive
"​ tidak langganan, tempo tidak rugi",neutral
mbg realnya tidak efektif merugikn negara.disi negatifnya mudaratnya lebih besar daripada sisi manfaatnya. positifnya.kalo diteruskan sama dengan merusak mental pejabat merusak mental rakyat merusak mental generasi.artinya wajib dihentikan secara hukum,negative
gw sekolah di min2 tangsel mbg nya kadang basi jir lawak ujung nya gapada makan,negative
para petani untung. rakyat untung. ekonomi rakyat tumbuh. masih aja ada yang mau ganggu. pemerintah menghidupkan para petani dlm jumlah jutaan knp kalian yang pusing. cnn chanel yahudi kalian percaya.,positive
wah wah,neutral
"sungguh memprihatinkan betapa hilangnya nurani dalam sistem yang terus dirusak oleh korupsi, kolusi, dan nepotisme yang merambah hampir setiap lini kehidupan. bahkan, kebutuhan dasar anak-anak pun tak luput dari praktik penyelewengan. dugaan bahwa pola-pola seperti ini telah berlangsung lama bukanlah hal baru, dan di tengah apatisme publik, keberlanjutan investigasi mendalam dari tempo patut diapresiasi sebagai bentuk keberanian jurnalistik yang konsisten. pajak yang kita bayarkan, bukan sekadar dari gaji bulanan, tetapi juga dari setiap aktivitas konsumsi harian, nyatanya dapat dengan mudah diputarbalikkan menjadi ladang bancakan oleh kekuasaan. dari pucuk tertinggi hingga akar terbawah birokrasi. ironis. tragis. dan sejujurnya, melelahkan.",negative
cara korupsi paling halus ...menyiapkan makanan gratis ke anak 🥲🥲🥲,negative
lebih baik jumat berkah.... daripada mbg..😅😂😂,negative
di. urungkan. koruptor. tunggu. tanggal. maennya,negative
udah lah jgn koar2 mkn gratis g ada bukti dan kencataan dri mana mkn gratis anak saya blm pernah dapat mkn gratis selama ini mkn bergisi tai kucing.,negative
"kok di disini tidak ada yang berani turunkan prabowo, jelas dia adalah x dan kroni paling banyak korup. sampean malu karna kemarin milih dia atau gimana nih haha",negative
"proyek makan gratis , sistem korupsi yang strategis sulit untuk ,di jerat hukum.",negative
yang untung yang menghendel.,negative
"gua beli telur di pasar yang biasanya sekilo 25k sekarang 30k, penjualnya bilang 'maaf ya mas barangnya lagi susah habis sama dapur mbg.",negative
"judulnya = ""gantian korupsi""",negative
"dari awal mah ""proyek"" ini udah fishy",negative
makan gratis sya pikir uang pribadi pak prabowo,negative
citra tempo akan di hati rakyat apabila sll menampilkan data yang sdh terverifikasi dan jangan terlalu banyak bumbunya dan zat pewarna yang beracun.,neutral
sejauh ini mana program nya makan bergizi buat anak sekolah. saya berada di sumatra selatan tepat nya muara enim cuma sekali anak sd di sini makan makanan geratis cuma buat dokumentasi aja. padahal kami tidak terlalu plosok juga. mana janji presiden,negative
ini arga temen gw di tkn pilpres 2019 lalu. keren lu tidak,negative
kegagalan didepan mata program mbg,negative
mamtap tempo proyek mbg ladang basah bilang makan bergizi gratis ujung nya pakai duit pajak masih mau pilih dithn 2029 presiden omon-omon broooooooo,negative
pak presiden apa sudah mengetahui bahwa jatah mbg untuk satu anak rp 15.000 tetapi fakta yang diterima satu siswa antara rp 6.000 sampai rp 7.000 lantas kpk dan kejagung apa juga sudah mengerti,negative
emang kalo bisnis wajar non kkn non proyek pemerintah kagak bisa cari cuan yang halal? kapan majunya bangsa ini?,negative
yaa raja jawa lah yang untung..,negative
tempe .,neutral
"tinggal grup tempo...harapan kita.....rocky gerung, najwa pun sudah mulai hati hati....🙂",positive
"lah kok enak banget langsung bilang dibatalkan dan mbg cuma jadi ladang korupsi 😅 mbg itu justru program buat bantu anak-anak, bukan buat dibubarin seenaknya",negative
apa kabar danantara ntar yak? 🤣🤣,negative
bikin lahan korupsi barulah lagu lama kaya program food estate,negative
"jaman udah maju seoerti itu kampunganlah oroyek itu , ganti uang aja diberikan disekolahan , vegitu aja kok repot wowo proyek kuno itu .",negative
indonesia dikelilingi lautan kenapa tak ada 1 pun pada makan ikan laut,negative
sama2 saja ya..wowo & wiwi duuuuuhh ..???,negative
"sebenarnya proyek mbg gausah di realisasikan kalu hanya ""omon omon"" semata,",negative
mantaap,positive
"kalo indonesia perang suruh yang menikmati korupsi mbg maju,rajyat yang miskin tetap dirumah saja",negative
"spmbg makin makmur, guru honorer makin ancuuurrrr!!!!!!!!! guru honorer cumak dibayar maksimal 500 ribu perbulan dengan tuntutan dedikasi yang sangat tinggi😩😩😩😩 sementara buruh spmbg digaji antara 2-3 juta perbulan, kerjanya cumak beberapa jam saja!!!!!!! 😛😛😛😛😛 kira2 mulia mana ya, antara guru honorer dengan para buruh spmbg??????? yang pernah sekolah mohon tulis komen dan jawabannya ya...... 😂😂😂😂",negative
"mana suara petinggi nu yang biasa bunyi toleransi anak muslim jangan kasih pada sing hari wahai pemerintah,anak kami jangan samakan dg anak koruptor",negative
yang untung jelas pemilik sppg. mending di cash di kasih ke orang tua,negative
di denpasar belum ada satu sekolahpun yang ada makan bergizi gratis itu proyek bihongan mungkin menjangkao 1% anak sekolah di lndonesia saja,negative
"tìdak kaget, sejak awal sudah kuduga akan terjadi seperti ini",negative
yang diuntungkan tikus.tikus jugak monyet monyet..dalam hutan..lur.,negative
mantap mas bowo ente atur lah gimana baiknya 😂,positive
mbg bancakan korupsi,negative
"salah satu program balikin modal pemilu berkali""",negative
"saya orang baru di sppg, kurleb sprti apa jobdesk aslab??",neutral
dari awal juga sudah mengira bakal dicaplok oleh para pencari cuan,negative
"kalau saya bukan masalah mbg yang saya permasalahkan yaitu apbn 2026 untuk pendidikan bermutu sekitr 769t, padahal di jaman sby untuk sekolah gratis itu 20% dari apbn atau sekitar 400t padahal hampir 2x lipat tapi, tidak bisa dibuat sekolah gratis 9 tahun karena mbg kalau tidak disalahgunakan bagus kok, contohnya deket rumah gw, mbg di pengajian yayasan itu enak-enak beda banget sama yang di dapat di sekolah (karena lebih ngerti dosa keliatan nya) contoh makannya, ayam katsu + saus teriyaki ikan teri pedas kentang goreng puding kelengkeng pas dapat pertama kali gw kira anak gw beli diluar",negative
"15:26 tujuan utama adalah jangan sampai program ini gagal, makanya digerakan semua unsur yang bisa dipercaya untuk actions. kenapa judulnya jadi menikmati ya. lada hal ini adalah program baru yang lerlu konsent dan peejuangan bangetz. jadi liyer klo dpet impo gini",negative
ter insipirasi ransum di barak 😂😂😂😂🎉🎉🎉🎉,negative
"makanya pilih pemimpin yang bener, jgn yang tua, pemikirannya tidak update, udah mentok. sekarang malah tidak bs apa2 negara kita..😂",negative
gassss tempo,positive
mbg : mas bowo gemoy,negative
lagi2 yang yang suburhidupnya pasti bazer2nya pemimpin yang sudah menyanjung majikanya.,negative
tapi sayangnya ada yang bekerja sama dengan perusahaan cina yang menjadi rekanan proyek mbg. ini sangat menyedihkan.,negative
"mau apa pun program pemerintah,program yang populer,terbagus,terbaik,terdepan,kalau hukum nya tidak diperkuat dibuat hukum seumur hidup atau hukum mati dan sita aset korupsinya yang koruptor nol besar untuk indonesia....tapi kalau pemerintah hanya omon2 manis dimulut berantas korupsi tapi hukum nya tidak diperkuat hanya lewat saja alias lips service saja",negative
"mbg adalah produk yang tidak efektif,hanya sebagai lahan korupsi buat orang dilinkaran penguasa...",negative
mantap liputannya beda dengan media sebelah malah di undang oleh pemerintah dan hilang kritisnya,positive
apakah termasuk yayasan mbn yang sudah dilaporkan ke polisi karena tidak membayar supplier yang menyiapkan makan mbg sehingga merugikan hingga 2 milyar?,negative
silahkan kritis..tapi jangan nyinyir... bro,neutral
integritas,neutral
pejabat dan kroni kroni nya,negative
sebagai orang tua aku apresiasi banget komitmen pemerintah soal kesehatan anak-anak,positive
pejabat penuh cemburu dana mbg lari ke rakyat .,negative
sy setuju btalkan mbg yang kaya yang punya dapur,negative
"pemerintahan kacau balau, korup, rakyat dibiarkan rusak. tapi yang tidak waras malah senang. oh tuhan. mahasiswa pun jadi takut dengan diktator",negative
​ kalau aduit mau lah.... 😅,negative
banyak yang kercunan,negative
"yang di untungkan dengan mbg itu adalah pemodal besar dan kroni wowo,,😛",negative
"bukan giveaway bro, tapi balas budi",negative
"​ cek sendiri ke pasar, ramenya hanya pas anak sekolah libur. yang buzzer itu yang bela mati2an uda tau mbg banyak merusak ekonomi",negative
gara2 mbg. bikin susah seluruh indonesia. !!!!,negative
pendukung prabowo untuk mbg spy bisa kontrol jg,negative
hidup george soros 😂,neutral
11 & 12 eyang 👴👵 wowo dgn raja jawa wiwi mulyono alias lingkaran orang dekat istana kepresidenan,negative
dikasih pendidikan gratis malah milih makan gratis 😂😂,negative
"beginilah jadinya kalau kepemimpinan sipil, dipimpin dengan cara militer (komando). kalau pimpinannya paham persoalan, ya tidak terlalu bermasalah, tapi kalau dia tidak begitu paham, perintah yang bersyifat komando itu bisa jadi persoalan.",negative
"makan bergizi gratis di daerah belum berlaku,baru dikota aja. gakjelas.",negative
cokro tv paling sebel tempo khususnya bocor alus,negative
"uda pasti, ini kan kue buat dibagi bagi ke tikus"" pendukung kemaren.",negative
"memang menyuarakan kebenaran tapi kebenarana yang dikasih tempo memecah belah dan membuat kepercayaan sipil menurun , kalo resesi gr gr media media pengkhianat gini apa tidak kasian sama anak istri dirumah pegawai tempo😢, eh lupa udah makan duit haram ya karyawan tempo hehe😅",negative
proyek populis tidak realistis.,negative
patungan mungkin dari pemangkasan tunjangan pejabat/asn 😂😂😂,neutral
lg balik modal,neutral
hentikan aja mbg,negative
intinya program sudah sekian lama berjln tapi blm jg sampai k sekolah yang ad di kampung,negative
"saya setuju sekali mbg harus dievalusi dan dikawal tapi 33:00 tempo sebagai jurnalis tidak ada hak untuk menyatakan sebuah proyek itu perlu atau tidak perlu, karena itu prerogatif presiden yang dalam hal ini cukup rasional mengingat indikasi yang ada. tidak ada indikasi pun sebuah proyek bisa saja dijalankan atas dasar visi pemimpin. apalagi ketika indikasi nya sudah ada jelas (stunting) maka jelas pemerintah harus intervensi, hanya saja namanya intervensi pemerintah pasti bentuknya ya proyek. ""proyek"" itu sendiri tidak salah. yang salah itu pelaksanaannya tidak boleh ada unsur kkn. yang akhirnya akan menentukan proyek ini positif atau negatif adalah evaluasi mengenai berapa pengorbanan/biaya yang sudah turun dibandingkan dengan hasil yang didapat ingat, jurnalis itu melaporkan saja, menyimpulkan sekedarnya, bukan menggiring opini dengan ""menyatakan""",negative
smg allah swt melindungi mereka yang mencari dan mengupas kebenaran,positive
lanjutkan rekan2 tempo.. .berjuang untuk bongkar pola2 licik para koruptor yang dikoordinasi parpol.,negative
​ -s2u jadi gmn pak? apa bapak mau biarkan anak anak indonesia ini kurang gizi agar anda pedagang dapar untung terus? justru harga naik ini membuka mata saya bahwa banyak ternyata anak anak indonesia yang kurang gizi. pedagang emangnya produsen kah? kalian cuma ambil dari produsen dan jual ke masyarakat. kalau harga produsen naik ya tinggal naikkan aja harga.,negative
setiap orang boleh berpendapat atau berkomentar masing - masing. sesuai kebutuhan nya. tapi bagi saya pribadi. sebagi orang miskin yang berpendapatan kecil dan pekerja serabutan. merasa bersyukur dengan ada nya program mbg dari pemerintah.,positive
proyek untuk perwira di daerah,negative
mantappp,positive
"sabar ka, kemungkinan jurnalis sdg mengumpulkan data2",neutral
"mkn gratis tujuan agar kader penguasa dpt maling duit rakyat rame2, mulaidri pejabatnya sampai pelaksannya adalah kader penguasa tanpa tender, cuma main tunjuk doang, dg cara begitu,,anggarn nya tidak dpt di periksa oleh bpk dn bpkp,",negative
no cica no party...wkwkwkkwkwkwwk,neutral
"tujuan prabowo untuk pemilu 2029,,mbg yang makan dpr semua,,seperti kemarin para dpr khianati partainya secara diam2😂😂😂",negative
"kalo berkaca dari case yang di x bata, mekanisme pencarian melalui bansos akun 526. sehingga tidak dikenakan ppn pph. dari yayasan menunjuk catering / cv / pt. nah mereka saat tagih muncul ppn/pph tidak ya? nah yang jd persoalan, transparansi yayasan sangat diperlukan, proposal yang diajukan itu isinya apa, data siswa sekolahkah? termasuk perlengkapan kah? atau ada yang lain sehingga penyedia barang/jasa/catering tahu. nah budget dari bgn 15 rb perporsi sampai ke catering 12,5. nah 2,5 itu apa? margin keuntungankah? sedangkan yayasan bukan badan hukum yang mencari keuntungan. terlalu belibet.",negative
daria awal saya curiga kalau mbg ini bakal jadi ajang korupsi. berikutnya adalah proyek sekolah rakyat,negative
ya iyalah..namanya politik balas budi🤣🤣🤣 udah makin tua makin ambisius untuk jdi presiden.jdi ya stlh duduk di kekuasaan ya hrs bayar ganti balas jasa🤣🤣,negative
jd jg anti kritik bpk prediden..kita bukan anti mbgnya..yg jd masalh menu yang disajikan ke anak2..yg msh prlu dievaluasi...,negative
😅😅😅,neutral
kita jg di madiun jawa timur....di kabupaten ku blm ada ....yg sklh di kodya pun jg blm dpt makan siang gratis......cuman omon omon di wowo...​ -qb3vg,negative
"hambatannya jelas. program mbg justru jadi pemicu harga pasar melonjak naik. barang diambil besar-besaran oleh sppg tanpa melalui mekanisme pasar, membuat pasar tradisional sepi. di sisi lain, permintaan mbg yang masif menyebabkan barang langka di pasar. akibatnya sederhana: harga naik, rakyat menjerit. ironisnya, sebagai pemerintah yang seharusnya menstabilkan harga, justru melahirkan program yang membuat harga tidak karuan. mbg bukan menenangkan pasar, tapi mengacak-acaknya. pasar makin sepi, harga makin melonjak, ekonomi rakyat makin sulit. dan yang lebih aneh—atau mungkin sudah bisa ditebak—program ini malah membuka jalan korupsi massal. di level sppg saja sudah kelihatan jelas. tempe harga asli 5000, tapi pemilik sppg minta ke pedagang: “di nota tulis 7000.” dipesan 400 biji. selisih 2000 per biji. tinggal dikalikan. hasilnya 800000—dari tempe saja. baru satu barang. tambahkan beras, telur, minyak, sayuran, susu, buah. dari satu dapur sppg, dalam sehari bisa mengalir keuntungan puluhan juta. katanya demi gizi anak-anak. katanya demi masa depan bangsa. tapi yang terjadi justru sebaliknya: uang rakyat dikuras, pasar dimatikan, harga dinaikkan, dan anak-anak dijadikan tameng moral. ini bukan program gizi. ini program morotin uang rakyat dengan bungkus kepedulian.",negative
"dulu gibran saat kampanye,bilang mbg akan melibatkan umkm sekitar tapi ternyata oh ternyata cuma menggendutkan kantong para pendukung nya",negative
ujung²nya proyek......siapa yang diuntungkan?,negative
gara2 mbh kami kesekolah lagi ambil mbh anak ..pembodohan. sedang jadwal pulang anak aja dipercepat,negative
tuhan bersama tempo. lawan para iblis berwujud manusia.,positive
tempo bocor alus memang mantap,positive
mbg itu proyek korupsi untuk pilpres dan pileg 2029,negative
yang di untukan bos bos kecil .buat pasar makin sepi ?,negative
yang diuntungkan adalah pejabat dan saudara pejabat yang punya dapur ...,negative
byk yang tidak terbyrkan,negative
tabiat bernegara:? program kerjanya dijadikan proyek dan dimonopoli oleh pemenang pemilu. pihak lain seperti tidak punya kompetensi menangani program...,negative
di bali ada program ini ya??? kok di sekolah anak saya ngak ada 🤣,negative
"mbg hanya kedok , asli nya bagi bagi jatah bagi pendukung omon omon",negative
kota bandung juga masih wacana,negative
"10 tahun??? sejak 1998 melarikan diri ke yordania. balik ke tanah air, tahun 2004 ikut konvensi capres partai golkar untuk pilpres, lantas pilpres 2009 cawapres dg megawati kalah. 2014 dan 2019 kalah pilpres oleh jokowi. hitung berapa tahun?",negative
tempo harus bahas juga terkait rekrutmen asn bgn yang penuh kontroversi .,negative
di bali mana sih mbg ini dah berjalan. anak ku sma dan sd sampe sekarang belum dapat,negative
mbg sama sekali tidak ada manfaatnya,negative
pantesan beliau mengatakan kasian ke kluarga koruptor teryta........,negative
yang di manggarai barat itu pernah makanan nya cuma kue donat. coba tim investigasi gali lebih dalam 🙏🙏,negative
thank you buat siapa aja yang udah mau terlibat dan bantu mbg biar tetep jalan,positive
menuju indonesia gelap gulita bersama macan jompo... 😊,negative
"jadi rakyat di negeri yang aku lupa namanya ini, nilai rakyat bagi pemerintah tidak lebih cuma sekedar komoditas",negative
cuma omonomon dan joget gemoy,negative
"ayo dong tempo, telusuri kasus yang ngaku lulusan yujiem dan skandal di guritanya",neutral
seperti itulah indonesia...siapa yang berkuasa maka segala fasilitas dan kemudahan akan dinikmati oleh para penjilat dan pendukungnya...😅😅😅 dan masalah apakah akan dikorupsi maka tunggu aja setlh yang berkuasa berakhir masa jabatannya... pasti ditahanlah para pendukungnya yang korupsi oleh pemerintah yang baru nanti.. tunggu aja drama politik dan uang sekarang karena pasti akan ada giliran nya...😅😅😅,negative
mbg program tanpa study kelayakan akibatnya berdampak kurang baik pada berbagai sektor program mbg hanya kepentingan/ janji politik,negative
"kapan ya, para elit negeri berebut kekuasaan untuk bisa membahagiakan dan mensejahterakan kepada seluruh rakyat indonesia secara adil dan merata? bukan berebut kekuasaan untuk mendapatkan tahta, harta bagi secara curang untuk sekelompok orang2 tertentu, sedangkan: -rakyat... -tetap melarat, -hidup terasa berat, -derita belum tamat. 😭😭😭😭😭😭😭😭",negative
adaa2 aja ptogramnya.. itu program/proyekk?? dan atau dugaan..?? kok dengerr2 ada yang sdh 1milyar tidak dibayarr... ingett yaa jgnn pernah berbisnis apapun dgn pemerintah..,negative
jelas yang korupsi yang diuntungkan,negative
yang perempuan kemana ya?,neutral
"baru sadar... hasan nasbi ternyata selalu nonton bocor alus tempo, yang selalu diawali masak apa sekarang.... jadi ketika ditanya masalah pala babi, alam bawah sadarnya langsung menjawab ....dimasak aja... 😂",negative
"sejak 1998 saya konsisten dengan majalah tempo, apalagi era digital kini dgn bocor alus nya.",neutral
😮😮😮😮,neutral
tempo tak lekang oleh waktu... 👍👍👍,positive
masak terus,positive
"untuk level kabubaten, udah pasti lingkaran kepala daerah. bahkan sampai minyak jelanta pun wajib dijual ke mereka",neutral
setiap ada kebijakan disitu suka ada bacakan uang negara,negative
"yang untung toke ayam, toke ikan dan toke2 lainnya, harga jadi naik jadi yang toke2 lha yang banyak untung.",negative
namanya jg proyek ya hrs ribet biar korupsi 🤣🤣🤣,negative
temp keren dan terpercaya,positive
ternyata jadi proyek kader partai tertentu toh dengan alasan yayasan...🤭🤭,negative
"roda baru mulai, udah jahannam.... ngk ada yang bener memang presiden di konoho.",negative
rugi milih prabowo...,negative
mbg itu berarti bukan program pemerintah tetapi proyek partai,negative
"mega proyek ikn dan mbg sudah pasti potensi korupsi pasti sangat mungkin terjadi, disana mereka bagi-bagi jatah proyek. kontraktor dapat proyek, pejabat dapat fee proyek...",negative
knp tempo tidak mengupas ijazah kw mulyono. 🤔🤔🤔🤔,neutral
"berobat gratis, pendidikan gratis lebih realistis. penghasilan keluarga yang pas2an bisa untuk makan bergizi sekeluarga bila tak nanggung biaya sekolah dan berobat. mbg hanya pas untuk daerah yang penduduknya memang masih kesulitan pangan, misal daerah pedalaman. di kebamyakan wilayah banyak mubazirnya",negative
"indonesia mungkin kalah dalam berbagai bidang dan teknologi, tapi percayalah indonesia yang terhebat dalam korupsi",negative
mbg banyak yang tidak tepat sasaran,negative
"waktu kampanye maniiiiiiis sekali di telinga, para2 jubir blng program ini akan menghidupkan perekonomian umkm di sktr sekolah 🤣 udah berbinar2 tuh ibu2 kantin n warteg2 yang lokasinya dkt sekolahan ngira diri mreka yang akan dirangkul untuk masak n mnjdi vendor 🤭",negative
klu beli majalah tempo di palembang di mana ya min. .,neutral
"sy sebagai pedang merasakan dampak buruk dari adanya mbg.. harga beberapa barang menjadi sangat mahal dan susah di dapat. beberapa sales dari distributor barang mengatakan stock barang sudah di borong mbg..terutama untuk susu uht dan roti jenis marie. tidak ada ceritanya dapur belanja di toko2 sekitar.. untuk retail retail grosir besae macam indogrosir,lotte grosir isinya mobil mbg semua.. yang katanya akan memberdayakan umkm pretttttttt....",negative
masih adakah mbg itu ??? 😂😂😂😂,negative
